301AI569,301BOD451,301OPC052_MV,301OPC062_MV
0.0,12.97227764,0.029999999,0.002461649
0.0,12.97227764,0.029999999,0.002461649
0.0,12.97227764,0.029999999,0.002461649
0.0,12.97227764,0.029999999,0.002461649
0.0,12.93120956,0.029999999,0.002461649
0.0,12.97202682,0.029999999,0.002461649
0.0,13.02683163,0.029999999,0.002461649
0.0,13.02683163,0.029999999,0.002461649
0.0,13.02683163,0.029999999,0.002476275
0.0,13.02683163,0.029999999,0.002476275
0.0,12.89995575,0.029999999,0.002476275
0.0,12.84255028,0.029999999,0.002476275
0.0,12.98107052,0.029999999,0.002476275
0.0,12.98107052,0.029999999,0.002476275
0.0,12.98107052,0.029999999,0.002476275
0.0,12.98107052,0.029999999,0.002476275
0.0,12.77276897,0.029999999,0.002476275
0.0,12.92554092,0.029999999,0.002476275
0.0,13.02466106,0.029999999,0.002476275
0.0,13.02466106,0.029999999,0.002476275
0.0,13.02466106,0.029999999,0.002476275
0.0,13.02466106,0.029999999,0.002476275
0.0,12.94176483,0.029999999,0.002476275
0.0,12.93509102,0.029999999,0.002476275
0.0,12.99683285,0.029999999,0.002476275
0.0,12.99683285,0.029999999,0.002476275
0.0,12.99683285,0.029999999,0.002476275
0.0,12.99683285,0.029999999,0.002476275
0.0,13.09877682,0.029999999,0.003077678
0.0,13.07328606,0.029999999,0.003077678
0.0,13.14784908,0.029999999,0.003077678
0.0,13.14784908,0.029999999,0.003077678
0.0,13.14784908,0.029999999,0.003077678
0.0,13.14784908,0.029999999,0.003077678
0.0,13.20800781,0.029999999,0.003077678
0.0,13.18134499,0.029999999,0.003077678
0.0,13.23518658,0.029999999,0.003077678
0.0,13.23518658,0.029999999,0.003077678
0.0,13.23518658,0.029999999,0.003077678
0.0,13.23518658,0.029999999,0.003077678
0.0,13.10686398,0.029999999,0.003077678
0.0,13.10206604,0.029999999,0.003077678
0.0,13.12902355,0.029999999,0.003077678
0.0,13.12902355,0.029999999,0.003077678
0.0,13.12902355,0.029999999,0.003077678
0.0,13.12902355,0.029999999,0.003077678
0.0,13.20161343,0.029999999,0.003077678
0.0,13.0978384,0.029999999,0.003077678
0.0,13.14452267,0.029999999,0.0004
0.0,13.14452267,0.029999999,0.0004
0.0,13.14452267,0.029999999,0.0004
0.0,13.14452267,0.029999999,0.0004
0.0,13.05480862,0.029999999,0.0004
0.0,13.10817623,0.029999999,0.0004
0.0,13.28633022,0.029999999,0.0004
0.0,13.28633022,0.029999999,0.0004
0.0,13.28633022,0.029999999,0.0004
0.0,13.28633022,0.029999999,0.0004
0.0,13.06660461,0.029999999,0.0004
0.0,13.00536251,0.029999999,0.0004
0.0,13.11379528,0.029999999,0.0004
0.0,13.11379528,0.029999999,0.0004
0.0,13.11379528,0.029999999,0.0004
0.0,13.11379528,0.029999999,0.0004
0.0,12.85964775,0.029999999,0.0004
0.0,12.80875015,0.029999999,0.0004
0.0,12.67311001,0.029999999,0.0004
0.0,12.67311001,0.029999999,0.0004
0.0,12.67311001,0.029999999,0.0004
0.0,12.67311001,0.029999999,0.0004
0.0,12.78284645,0.029999999,0.0004
0.0,12.89475727,0.029999999,0.0004
0.0,12.89016628,0.029999999,0.0004
0.0,12.89016628,0.029999999,0.0004
0.0,12.89016628,0.029999999,0.0004
0.0,12.89016628,0.029999999,0.0004
0.0,13.05786133,0.029999999,0.0004
0.0,14.16187286,0.029999999,0.0004
0.0,14.29807568,0.029999999,0.0004
0.0,14.29807568,0.029999999,0.0004
0.0,14.29807568,0.029999999,0.0004
0.0,14.29807568,0.029999999,0.0004
0.0,13.57442665,0.029999999,0.0004
0.0,13.3101778,0.029999999,0.0004
0.0,13.19773769,0.029999999,0.0004
0.0,13.19773769,0.029999999,0.0004
0.0,13.19773769,0.029999999,0.0004
0.0,13.19773769,0.029999999,0.0004
0.0,12.82352352,0.029999999,0.0004
0.0,12.77157116,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.99215317,0.029999999,0.0004
0.0,12.796134,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.79402447,0.029999999,0.0004
0.0,12.79402447,0.039999999,0.0004
0.0,12.88623714,0.039999999,0.0004
0.0,12.84029579,0.039999999,0.0004
0.0,12.83080196,0.039999999,0.0004
0.0,12.83080196,0.039999999,0.0004
0.0,12.83080196,0.039999999,0.0004
0.0,12.83080196,0.039999999,0.0004
0.0,12.88557816,0.039999999,0.0004
0.0,12.79968929,0.039999999,0.0004
0.0,12.87983608,0.039999999,0.0004
0.0,12.87983608,0.039999999,0.0004
0.0,12.87983608,0.039999999,0.0004
0.0,12.87983608,0.039999999,0.0004
0.0,12.80004215,0.039999999,0.0004
0.0,12.78526402,0.039999999,0.0004
0.0,12.84282589,0.039999999,0.0004
0.0,12.84282589,0.039999999,0.0004
0.0,12.84282589,0.039999999,0.0004
0.0,12.84282589,0.039999999,0.0004
0.0,12.86640453,0.039999999,0.0004
0.0,12.81144619,0.039999999,0.0004
0.0,12.8961668,0.039999999,0.0004
0.0,12.8961668,0.039999999,0.0004
0.0,12.8961668,0.039999999,0.0004
0.0,12.8961668,0.039999999,0.0004
0.0,12.72724438,0.039999999,0.0004
0.0,12.86975861,0.039999999,0.0004
0.0,12.82166195,0.039999999,0.0004
0.0,12.82166195,0.039999999,0.0004
0.0,12.82166195,0.039999999,0.0004
0.0,12.82166195,0.039999999,0.0004
0.0,12.79867077,0.039999999,0.0004
0.0,12.9660368,0.039999999,0.0004
0.0,12.73046017,0.039999999,0.0004
0.0,12.73046017,0.039999999,0.0004
0.0,12.73046017,0.039999999,0.0004
0.0,12.73046017,0.039999999,0.0004
0.0,12.72502327,0.039999999,0.0004
0.0,12.89570904,0.039999999,0.0004
0.0,12.8003149,0.039999999,0.0004
0.0,12.8003149,0.039999999,0.0004
0.0,12.8003149,0.039999999,0.0004
0.0,12.8003149,0.039999999,0.0004
0.0,12.82018757,0.039999999,0.0004
0.0,12.75014591,0.039999999,0.0004
0.0,12.83671856,0.039999999,0.0004
0.0,12.83671856,0.039999999,0.000865869
0.0,12.83671856,0.039999999,0.000865869
0.0,12.83671856,0.039999999,0.000865869
0.0,12.95552921,0.039999999,0.000865869
0.0,12.8101635,0.039999999,0.000865869
0.0,12.83452511,0.039999999,0.000865869
0.0,12.83452511,0.039999999,0.000865869
0.0,12.83452511,0.039999999,0.000865869
0.0,12.83452511,0.039999999,0.000865869
0.0,12.78803635,0.039999999,0.000865869
0.0,12.89013767,0.039999999,0.000865869
0.0,12.78830242,0.039999999,0.000865869
0.0,12.78830242,0.039999999,0.000865869
0.0,12.78830242,0.039999999,0.000865869
0.0,12.78830242,0.039999999,0.000865869
0.0,12.81346512,0.039999999,0.000865869
0.0,12.86047459,0.039999999,0.000865869
0.0,12.87718868,0.039999999,0.000865869
0.0,12.87718868,0.039999999,0.000865869
0.0,12.87718868,0.039999999,0.000865869
0.0,12.87718868,0.039999999,0.000938937
0.0,12.83182335,0.039999999,0.000938937
0.0,12.68862247,0.039999999,0.000938937
0.0,12.78258419,0.039999999,0.000938937
0.0,12.78258419,0.039566796,0.000938937
0.0,12.78258419,0.029999999,0.000938937
0.0,12.78258419,0.029999999,0.000938937
0.0,12.86166573,0.029999999,0.000938937
0.0,12.73756123,0.029999999,0.000938937
0.0,12.79245663,0.029999999,0.000938937
0.0,12.79245663,0.029999999,0.000938937
0.0,12.79245663,0.029999999,0.000938937
0.0,12.79245663,0.029999999,0.000938937
0.0,12.74756241,0.029999999,0.000938937
0.0,12.92111683,0.029999999,0.000938937
0.0,12.99703503,0.029999999,0.000938937
0.0,12.99703503,0.029999999,0.000938937
0.0,12.99703503,0.029999999,0.000938937
0.0,12.99703503,0.029999999,0.000938937
0.0,12.81849766,0.029999999,0.000938937
0.0,12.95586777,0.029999999,0.004753068
0.0,12.78358746,0.029999999,0.004753068
0.0,12.78358746,0.029999999,0.004753068
0.0,12.78358746,0.029999999,0.004753068
0.0,12.78358746,0.029999999,0.004753068
0.0,12.69065762,0.029999999,0.004753068
0.0,12.74041176,0.029999999,0.004753068
0.0,12.86129284,0.029999999,0.004753068
0.0,12.86129284,0.029999999,0.004753068
0.0,12.86129284,0.029999999,0.004753068
0.0,12.86129284,0.029999999,0.004753068
0.0,12.83622646,0.029999999,0.004753068
0.0,12.72806549,0.029999999,0.004753068
0.0,12.77992535,0.029999999,0.004753068
0.0,12.77992535,0.029999999,0.004753068
0.0,12.77992535,0.029999999,0.004753068
0.0,12.77992535,0.029999999,0.004753068
0.0,14.13821125,0.029999999,0.004753068
