525BW014.MV,DRYTONSHR,QCSBRIGHTNESS
26.20000076,20.43054199,54.0
26.17384529,20.37180138,54.07384491
26.10000038,20.38143158,54.09576797
26.05599976,20.35205269,54.01548004
26.0,20.32536507,54.10000229
25.9512558,20.27918243,54.10000229
25.89999962,20.24820709,54.10000229
25.98515129,20.28234482,54.10000229
26.09129333,20.38255882,54.10000229
26.10000038,20.39046669,54.10000229
26.0,20.28570557,54.15782166
26.0,20.34919739,54.10000229
26.0,20.33683777,54.10000229
26.0,20.31999969,54.20000076
26.0,20.31999969,54.20000076
25.89999962,20.27000046,54.20000076
25.90043259,20.25656128,54.10000229
26.0,20.32268524,54.20000076
26.10000038,20.37686348,54.10000229
26.14991188,20.42696762,54.20000076
26.1777668,20.47434807,54.24221039
26.25931931,20.4989109,54.20000076
26.20000076,20.44525909,54.29999924
26.30000114,20.46926498,54.29999924
26.20000076,20.4399128,54.29999924
26.30000114,20.48900414,54.29999924
26.23480415,20.43539429,54.29999924
26.20000076,20.41563225,54.29999924
26.20000076,20.43157387,54.40000153
26.01399612,20.33792877,54.40000153
25.69681931,20.1811161,54.5
25.89137268,20.28793526,54.40000153
26.10000038,20.4120121,54.40000153
26.20000076,20.48421478,54.5
26.32957458,20.523983,54.5
26.39999962,20.55327606,54.5
26.39999962,20.52893829,54.5
26.34704971,20.53563499,54.47743988
26.24776077,20.50893593,54.5
26.3509388,20.56655884,54.5
26.37709999,20.5393219,54.52289963
26.30000114,20.49069023,54.51549911
26.30000114,20.47276115,54.5
26.20557785,20.45516014,54.5
26.20000076,20.41477013,54.5
26.12207794,20.40734673,54.5
26.10000038,20.38520622,54.5
26.10000038,20.36429596,54.5
26.10000038,20.3913784,54.5
26.10000038,20.36476517,54.5
26.10000038,20.40139008,54.5
26.20000076,20.45338249,54.60000229
26.20000076,20.44999886,54.60000229
26.27721596,20.50391006,54.60000229
26.20000076,20.47856331,54.70000076
26.20000076,20.42116165,54.70000076
26.20000076,20.5,54.70000076
26.20000076,20.5,54.70000076
26.20000076,20.51982307,54.70000076
26.30000114,20.52004242,54.70000076
26.20000076,20.5640583,54.79999924
26.54582596,20.73168373,54.79999924
26.80071259,20.95754242,54.90000153
27.0,21.09520531,54.90000153
27.10000038,21.17197227,54.90000153
27.15037727,21.13480949,54.90000153
27.30000114,21.27606964,54.90000153
27.30000114,21.28216553,54.90000153
27.39999962,21.34839439,54.90000153
27.46402168,21.34578705,54.90000153
27.5,21.38061142,54.94155502
27.5,21.40522194,54.90000153
27.5,21.40254784,54.90000153
27.60000038,21.43150902,54.93266678
27.62022781,21.46289635,55.0
27.70000076,21.48994827,55.0
27.70000076,21.51375961,55.05198669
27.70000076,21.53392982,55.0
27.80000114,21.57823753,55.10000229
27.80000114,21.56994438,55.10000229
27.80000114,21.56999969,55.20000076
27.80000114,21.53808403,55.20000076
27.73108673,21.5439415,55.21621323
27.80000114,21.55302811,55.29999924
27.80000114,21.53437424,55.29999924
27.70000076,21.47698021,55.29999924
27.60000038,21.46914291,55.29999924
27.60000038,21.43540192,55.29999924
27.5,21.39962578,55.29999924
27.46983147,21.38443375,55.23492432
27.5,21.43496513,55.20000076
27.60000038,21.45934296,55.29999924
27.60000038,21.46960449,55.29999924
27.51132202,21.39396858,55.60000229
27.60000038,21.45771217,55.79999924
27.60914993,21.46883965,56.10914993
27.60000038,21.43923569,56.40000153
27.69258118,21.44927788,56.69258118
27.60000038,21.45999908,56.90000153
27.70000076,21.51493454,57.10000229
27.70000076,21.466259,57.29999924
27.80000114,21.56999969,57.5
27.80000114,21.56999969,57.5
27.83892059,21.61631203,57.60000229
27.89999962,21.62214851,57.79999924
28.30500793,21.74353981,58.0
28.80000114,21.81005287,58.20000076
29.20000076,21.79410172,58.40000153
29.5,21.69158363,58.5
29.57329369,21.46660995,58.70000076
29.5,21.38503265,58.90000153
29.5708065,21.38204384,59.05001068
29.5,21.27000046,59.29999924
29.48341942,21.13705826,59.40000153
29.51919746,21.02539825,59.60000229
29.70000076,20.96385765,59.79999924
29.89999962,21.06715965,60.0
30.14524078,21.18657684,60.29999924
30.34092903,21.25803947,60.60000229
30.5,21.33603096,60.79999924
30.60000038,21.37129402,61.08107376
30.54538918,21.38495445,61.20000076
30.5,21.35071182,61.41660309
30.5,21.37525368,61.50261307
30.30041313,21.29200935,61.79999924
30.38306618,21.32511139,61.90000153
30.5,21.32859993,61.90000153
30.39999962,21.29685402,62.0
30.39463806,21.30490685,62.10000229
30.20000076,21.23999977,62.10000229
30.30000114,21.29610443,62.10000229
30.2075367,21.22002411,62.11445236
30.30000114,21.25963974,62.0
30.20000076,21.26666641,62.0
30.22777176,21.16303253,61.79999924
30.20232773,21.15157318,61.79999924
30.20000076,21.19224167,61.79999924
30.20000076,21.1730423,61.75101089
30.20000076,21.15689468,61.79999924
30.10000038,21.12373734,61.71290207
30.10000038,21.15271187,61.70000076
30.10000038,21.13999939,61.79999924
30.13585663,21.17923355,61.73810196
30.23672295,21.21999931,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.20000076,21.17000008,61.79999924
30.10000038,21.17000008,61.68877792
30.0,21.17000008,60.60000229
29.89999962,21.09043694,60.5
29.89999962,21.11315918,60.40000153
29.87656593,21.09267616,60.29999924
29.70000076,21.05035591,60.29999924
29.80000114,21.07516289,60.20000076
29.70000076,21.03429985,60.10000229
29.87243271,21.11727333,60.10000229
29.89999962,21.11138916,60.10000229
30.0,21.13272667,60.10000229
30.10000038,21.11999893,60.10000229
30.0,21.06558418,60.10000229
30.0,21.05599785,60.20000076
29.89999962,21.00476646,60.20000076
29.80000114,20.9777317,60.20000076
29.80000114,20.96097374,60.20000076
29.70000076,20.96507645,60.10000229
29.80000114,20.98347282,60.05366898
29.81614494,21.01694489,60.0
29.80000114,21.00025177,60.0
29.89999962,21.05218697,60.0
29.89999962,21.02000046,60.0
29.89999962,21.04224586,60.10000229
29.89999962,21.04345894,60.20000076
29.97788811,21.07403564,60.28387451
30.0,21.11261749,60.29999924
30.0,21.08548164,60.5
30.0,21.06999969,60.68943405
30.0,21.05331612,60.70000076
30.0,21.09112167,60.79999924
30.10000038,21.1111145,60.90000153
30.10000038,21.10046768,61.10000229
30.16936684,21.11044502,61.20000076
30.10000038,21.04915428,61.10000229
30.10000038,21.05999947,61.29999924
30.26141167,21.12713623,61.40000153
30.30000114,21.18600845,61.45565033
30.10000038,21.07395935,61.60000229
29.89999962,21.00757027,61.70000076
29.80000114,20.94931221,61.79999924
29.80000114,20.98731613,61.90000153
29.82818604,20.98853111,61.93532181
29.80000114,20.94209099,62.0
29.98697853,21.05794716,62.10000229
30.0,21.07860756,62.10000229
30.02861214,21.03999901,62.20000076
30.01205635,21.08986092,62.215168
30.10000038,21.12023354,62.29999924
30.0,21.1008606,62.40000153
29.91007805,21.05591202,62.40000153
29.89999962,21.0242424,62.40000153
30.0,21.05585861,62.40000153
30.10000038,21.11636734,62.5
29.95432472,21.03354263,62.5
29.80000114,20.95510674,62.5
29.80000114,20.95725822,62.60000229
29.81213379,21.03695107,62.70000076
30.09802818,21.07674599,62.79999924
30.10000038,21.06273079,62.70440674
30.0,21.10971069,62.7215271
30.10000038,21.16043663,62.79999924
30.0,21.08879471,62.79999924
30.0,21.07875824,62.79999924
30.0,21.10684204,62.79999924
29.89999962,21.04784012,63.0
29.89999962,21.10247803,63.0
29.8789196,21.01858139,63.10000229
29.81566811,20.99408531,63.10000229
30.0,21.06838226,63.20000076
30.0,21.04742241,63.29999924
30.0,21.06295013,63.40000153
30.0,21.05999947,63.5
30.0476532,21.12019157,63.50295639
30.0,21.11476517,63.60000229
30.0,21.11691284,63.60000229
30.10000038,21.14300346,63.70000076
30.10000038,21.17861176,63.90000153
30.10000038,21.18000031,63.90000153
30.10000038,21.18488503,64.0
30.20000076,21.21999931,64.09999847
30.10000038,21.11736107,64.24001312
30.07047844,21.07802773,64.40000153
30.0,21.03305054,64.5
30.0,21.0650692,64.70000458
30.0,21.02488708,64.80000305
29.97230148,21.03627396,64.90000153
30.0,21.09000015,65.04485321
30.0,21.09295082,65.09999847
29.89999962,21.06625557,65.20000458
29.89999962,21.08287239,65.30000305
29.78746605,21.02253532,65.40000153
29.89999962,21.06135178,65.40000153
30.0,21.07999992,65.30000305
29.80000114,20.99476242,65.30000305
29.88747215,21.050457,65.30000305
29.89999962,21.04776764,65.20000458
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
29.89999962,21.0,65.09999847
30.30000114,21.0,64.80000305
30.20000076,21.13487816,64.78910065
30.10000038,21.06654358,64.79050446
30.10000038,21.08664513,64.70000458
30.0,21.12908745,64.70000458
29.79071617,21.00039673,64.59999847
29.60386658,20.9725132,64.5
29.77155685,21.01635551,64.40000153
29.60000038,20.93733025,64.30000305
29.70000076,20.96999931,64.25415039
29.60000038,20.89713287,64.11614227
29.70000076,20.91036415,64.09999847
29.70000076,20.91114998,64.09999847
29.89999962,21.00339508,64.09999847
29.82842255,20.97675514,64.1312561
29.78541183,21.000494,64.20000458
29.78726578,20.96999931,64.20000458
29.91541862,21.06781006,64.20000458
29.89999962,21.03760529,64.20000458
29.80473518,20.98744583,64.20000458
30.13778687,21.15725136,64.27558899
30.0,21.10463333,64.24239349
30.0,21.1099987,64.30000305
30.10000038,21.12405968,64.30000305
29.98685455,21.03110886,64.40000153
30.10000038,21.11767197,64.30000305
30.0,21.01333237,64.40000153
30.0,21.03999901,64.40000153
30.0,21.03999901,64.40000153
30.0,21.03999901,64.40000153
30.0,21.03999901,64.40000153
30.0,21.03999901,64.40000153
30.0,21.03999901,64.40000153
30.0,21.03999901,64.40000153
30.0,21.03999901,64.40000153
30.0,21.03999901,64.40000153
30.0,21.03999901,64.40000153
30.08768082,21.03999901,64.40000153
30.39999962,21.03999901,64.40000153
30.39999962,21.11223984,64.5
30.30000114,21.14268875,64.40000153
30.29348946,21.08828926,64.5
30.20000076,21.12884521,64.5
30.08846664,21.01243591,64.51153564
30.0,20.92527771,64.59999847
30.14355659,20.95258141,64.59999847
30.10000038,20.91320419,64.59999847
29.89999962,20.78369713,64.70000458
29.9469986,20.78723717,64.60848236
29.83447838,20.67663765,64.59999847
29.94680023,20.68758202,64.70000458
29.89999962,20.66081047,64.62840271
29.89999962,20.64907265,64.70000458
29.89540863,20.52594185,64.70000458
29.92099953,20.47285843,64.70000458
30.0,20.5492363,64.70000458
30.10000038,20.51000023,64.70000458
30.20000076,20.50125313,64.70000458
30.16425705,20.50671387,64.80000305
29.89999962,20.37880325,64.80000305
29.92607689,20.22027779,64.80000305
29.89999962,20.21999931,64.90000153
29.97382545,20.32999992,64.90000153
29.97009468,20.08870506,64.90000153
30.10000038,20.24914932,65.0
30.37668037,20.37655449,65.0
30.60000038,20.44970131,65.0
30.55155563,20.40058708,65.0
30.60000038,20.34971237,65.09999847
30.39999962,20.31713104,65.09999847
30.29640579,20.24586678,65.09999847
30.10000038,20.18175507,65.18693542
30.11647797,20.21927452,65.20000458
30.10000038,20.1210804,65.20000458
30.30000114,20.2155304,65.26223755
30.20000076,20.14487076,65.25810242
30.17724609,20.13516617,65.30000305
30.10000038,20.08774757,65.20000458
30.10000038,20.09706116,65.28478241
30.10000038,20.07998657,65.20000458
30.10000038,20.11486626,65.20000458
30.10000038,20.08552551,65.20000458
30.10000038,20.05387878,65.20000458
30.0,20.0,65.20000458
30.0,20.02925873,65.20000458
30.0,20.0267868,65.20000458
29.9540596,19.99213409,65.20000458
29.89999962,19.96723747,65.30000305
29.99336243,20.00921059,65.30000305
30.05944061,20.06765556,65.30000305
29.95549965,19.94423294,65.38240814
30.0,19.98999977,65.34449768
29.89999962,19.99069786,65.40000153
29.99063301,20.01756668,65.40000153
30.0,19.96729088,65.5
30.0,20.05605316,65.5
30.10000038,20.06040764,65.5
30.10000038,20.06771851,65.5
30.10000038,20.05999947,65.5
30.12480354,20.04031181,65.5
30.10000038,20.06057167,65.5
30.0,20.02558708,65.5
30.0,20.0591507,65.5
29.99604797,20.01092911,65.5
30.0,19.98821449,65.5
29.89999962,19.93525124,65.5
29.84570313,19.99424744,65.5
29.89999962,20.01918793,65.5
29.96399689,20.00170326,65.56739044
29.89999962,19.98389626,65.59999847
29.89999962,19.97226906,65.59999847
29.89999962,20.01000023,65.59999847
29.95220375,20.01000023,65.59999847
29.89999962,19.99822807,65.59999847
30.0,20.0680542,65.70000458
30.0,20.06999969,65.70000458
30.0,20.0396843,65.65039825
30.10000038,20.10163498,65.70000458
30.04174805,20.05371094,65.70000458
30.0,20.05579567,65.70000458
29.89999962,19.95435715,65.59999847
29.97392273,20.00028038,65.59999847
30.0,20.04510689,65.5
29.89999962,19.98890495,65.5
29.89999962,19.99827194,65.5
30.10000038,20.07317924,65.40000153
30.0,19.98863983,65.40000153
30.0,20.02785683,65.40000153
29.99635124,20.02543259,65.40000153
29.93824959,19.99273109,65.40000153
30.10000038,20.029562,65.46797943
30.10000038,20.04950333,65.40000153
30.10000038,20.05303001,65.48051453
30.10000038,20.10023689,65.59999847
30.10000038,20.08395195,65.70000458
30.15909004,20.10837746,65.80000305
30.10000038,20.0997467,65.90000153
30.0,20.05042267,65.92926788
30.04770279,20.07878876,66.0
30.0,20.02308655,66.0
30.19117928,20.10131454,66.09999847
30.08180618,20.05225563,66.20000458
30.07909966,20.06771088,66.20000458
30.10000038,20.06415558,66.20000458
30.0628891,20.07999992,66.20000458
29.80000114,19.62999916,66.20000458
29.80000114,19.62999916,66.20000458
29.33617592,19.51249504,63.79999924
29.20000076,19.51758194,63.88664627
29.20000076,19.48846436,63.70000076
28.99266624,19.31167603,63.60000229
28.49847603,19.01160622,63.5
28.20000076,18.81982994,63.29999924
27.89999962,18.61442566,63.29999924
27.70000076,18.57590485,63.29999924
27.70000076,18.52161789,63.20186615
27.41917801,18.30366707,63.29999924
27.39999962,18.39724541,63.28745651
27.35803986,18.41830826,63.29999924
27.30000114,18.38435173,63.29999924
27.39999962,18.42874336,63.20000076
27.30000114,18.28870773,63.29999924
27.39999962,18.42984962,63.29999924
27.45335579,18.41986465,63.29999924
27.43848038,18.36169052,63.37128067
27.60000038,18.49468231,63.40000153
27.60000038,18.44408417,63.40000153
27.60000038,18.46148872,63.5
27.70000076,18.51502228,63.60000229
27.70000076,18.50420761,63.70000076
27.60000038,18.42580414,63.70000076
27.60000038,18.40999985,63.79999924
27.58061409,18.43657684,63.90000153
27.39999962,18.29999924,64.0
27.30000114,18.32876015,64.09766388
27.30000114,18.2770443,64.09999847
27.20000076,18.26777077,64.09999847
27.19151115,18.2355957,64.07958221
27.20000076,18.22003174,64.0
27.30000114,18.28108215,64.0
27.39999962,18.3354454,64.0
27.39999962,18.30939484,63.90000153
27.5,18.3903904,63.90000153
27.60000038,18.41088104,63.96275711
27.42218781,18.37137794,63.90000153
27.5832119,18.37680054,63.90000153
27.5,18.33758354,64.0
27.55838013,18.40631104,64.0
27.60000038,18.43022537,64.09999847
27.61896896,18.45075607,64.09999847
27.70000076,18.44666862,64.20000458
27.60000038,18.48805618,64.24702454
27.5,18.28824997,64.40000153
27.51998901,18.38591766,64.46772003
27.5,18.38838577,64.5
27.39999962,18.31751633,64.59999847
27.40370369,18.33600235,64.70000458
27.5,18.36927414,64.76929474
27.30000114,18.23356247,64.80000305
27.39999962,18.35000038,64.80000305
27.20000076,18.22803307,64.80000305
27.30000114,18.30999947,64.80000305
27.30000114,18.29999924,64.80000305
27.39999962,18.30382538,64.70000458
27.47481918,18.31999969,64.59999847
27.5,18.30739975,64.59999847
27.39999962,18.29216576,64.572052
